filename,file_path,label,rows,cols,total_frames,frame_times
IM_0715,/autodl-fs/data/Pro/DSA/dicom_all/IM_0715,1,1024,1024,43,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064,999.936"
IM_0718,/autodl-fs/data/Pro/DSA/dicom_all/IM_0718,0,1024,1024,58,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0724,/autodl-fs/data/Pro/DSA/dicom_all/IM_0724,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312"
IM_0727,/autodl-fs/data/Pro/DSA/dicom_all/IM_0727,1,1024,1024,40,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0730,/autodl-fs/data/Pro/DSA/dicom_all/IM_0730,1,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0733,/autodl-fs/data/Pro/DSA/dicom_all/IM_0733,1,1024,1024,41,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968"
IM_0736,/autodl-fs/data/Pro/DSA/dicom_all/IM_0736,1,1024,1024,35,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968"
IM_0739,/autodl-fs/data/Pro/DSA/dicom_all/IM_0739,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,999.936"
IM_0742,/autodl-fs/data/Pro/DSA/dicom_all/IM_0742,0,1024,1024,38,"0,166.656,166.656,166.784,166.528,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.44"
IM_0745,/autodl-fs/data/Pro/DSA/dicom_all/IM_0745,1,1024,1024,34,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968"
IM_0748,/autodl-fs/data/Pro/DSA/dicom_all/IM_0748,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312"
IM_0756,/autodl-fs/data/Pro/DSA/dicom_all/IM_0756,0,1024,1024,47,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,499.968"
IM_0764,/autodl-fs/data/Pro/DSA/dicom_all/IM_0764,0,1024,1024,36,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968"
IM_0767,/autodl-fs/data/Pro/DSA/dicom_all/IM_0767,0,1024,1024,13,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.784,166.656"
IM_0770,/autodl-fs/data/Pro/DSA/dicom_all/IM_0770,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0773,/autodl-fs/data/Pro/DSA/dicom_all/IM_0773,0,1024,1024,22,"0,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,999.936,1000.064"
IM_0776,/autodl-fs/data/Pro/DSA/dicom_all/IM_0776,0,1024,1024,38,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0779,/autodl-fs/data/Pro/DSA/dicom_all/IM_0779,1,1024,1024,37,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968"
IM_0782,/autodl-fs/data/Pro/DSA/dicom_all/IM_0782,1,1024,1024,40,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_0785,/autodl-fs/data/Pro/DSA/dicom_all/IM_0785,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,999.936"
IM_0788,/autodl-fs/data/Pro/DSA/dicom_all/IM_0788,1,1024,1024,36,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968"
IM_0791,/autodl-fs/data/Pro/DSA/dicom_all/IM_0791,1,1024,1024,40,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44"
IM_0796,/autodl-fs/data/Pro/DSA/dicom_all/IM_0796,1,1024,1024,26,"0,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_0799,/autodl-fs/data/Pro/DSA/dicom_all/IM_0799,1,1024,1024,33,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,499.968,499.968"
IM_0802,/autodl-fs/data/Pro/DSA/dicom_all/IM_0802,0,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,1000.064,1000.064"
IM_0805,/autodl-fs/data/Pro/DSA/dicom_all/IM_0805,0,1024,1024,41,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968"
IM_0808,/autodl-fs/data/Pro/DSA/dicom_all/IM_0808,0,1024,1024,47,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,499.968"
IM_0816,/autodl-fs/data/Pro/DSA/dicom_all/IM_0816,0,1024,1024,47,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,499.968"
IM_0823,/autodl-fs/data/Pro/DSA/dicom_all/IM_0823,0,1024,1024,33,"0,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,250.112,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0826,/autodl-fs/data/Pro/DSA/dicom_all/IM_0826,1,1024,1024,42,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064"
IM_0828,/autodl-fs/data/Pro/DSA/dicom_all/IM_0828,1,1024,1024,37,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0830,/autodl-fs/data/Pro/DSA/dicom_all/IM_0830,0,1024,1024,49,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,500.096,499.968,499.968"
IM_0838,/autodl-fs/data/Pro/DSA/dicom_all/IM_0838,0,1024,1024,51,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,500.096,499.968,499.968,499.968,500.096"
IM_0843,/autodl-fs/data/Pro/DSA/dicom_all/IM_0843,1,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,500.096,499.968,499.968,499.968,499.968,500.096,499.968"
IM_0846,/autodl-fs/data/Pro/DSA/dicom_all/IM_0846,1,1024,1024,44,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,1000.064,1000.064,999.936"
IM_0849,/autodl-fs/data/Pro/DSA/dicom_all/IM_0849,1,1024,1024,38,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,500.096,499.968,499.968,499.968"
IM_0852,/autodl-fs/data/Pro/DSA/dicom_all/IM_0852,0,1024,1024,48,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,499.968,499.968"
IM_0859,/autodl-fs/data/Pro/DSA/dicom_all/IM_0859,1,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_0862,/autodl-fs/data/Pro/DSA/dicom_all/IM_0862,0,1024,1024,42,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064"
IM_0865,/autodl-fs/data/Pro/DSA/dicom_all/IM_0865,1,1024,1024,26,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064,999.936,2000.128"
IM_0868,/autodl-fs/data/Pro/DSA/dicom_all/IM_0868,1,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_0871,/autodl-fs/data/Pro/DSA/dicom_all/IM_0871,1,1024,1024,38,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0874,/autodl-fs/data/Pro/DSA/dicom_all/IM_0874,1,1024,1024,42,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064"
IM_0877,/autodl-fs/data/Pro/DSA/dicom_all/IM_0877,0,1024,1024,51,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,500.096,499.968,499.968,500.096,499.968"
IM_0885,/autodl-fs/data/Pro/DSA/dicom_all/IM_0885,0,1024,1024,44,"0,166.528,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.656,166.784,166.656,166.784,166.528,166.656,166.656,166.656,166.656,166.784,166.528,166.784,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,999.936,1000.064,1000.064"
IM_0888,/autodl-fs/data/Pro/DSA/dicom_all/IM_0888,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,1000.064"
IM_0889,/autodl-fs/data/Pro/DSA/dicom_all/IM_0889,1,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,1000.064,1000.064"
IM_0890,/autodl-fs/data/Pro/DSA/dicom_all/IM_0890,0,1024,1024,62,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0896,/autodl-fs/data/Pro/DSA/dicom_all/IM_0896,0,1024,1024,39,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968"
IM_0899,/autodl-fs/data/Pro/DSA/dicom_all/IM_0899,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_0900,/autodl-fs/data/Pro/DSA/dicom_all/IM_0900,1,1024,1024,40,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0901,/autodl-fs/data/Pro/DSA/dicom_all/IM_0901,0,1024,1024,43,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064,999.936"
IM_0903,/autodl-fs/data/Pro/DSA/dicom_all/IM_0903,0,1024,1024,37,"0,166.656,166.656,166.784,166.528,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968"
IM_0905,/autodl-fs/data/Pro/DSA/dicom_all/IM_0905,0,1024,1024,48,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,499.968,499.968"
IM_0908,/autodl-fs/data/Pro/DSA/dicom_all/IM_0908,1,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312"
IM_0916,/autodl-fs/data/Pro/DSA/dicom_all/IM_0916,0,1024,1024,34,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968"
IM_0919,/autodl-fs/data/Pro/DSA/dicom_all/IM_0919,0,1024,1024,39,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968"
IM_0922,/autodl-fs/data/Pro/DSA/dicom_all/IM_0922,0,1024,1024,37,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_0925,/autodl-fs/data/Pro/DSA/dicom_all/IM_0925,0,1024,1024,39,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0926,/autodl-fs/data/Pro/DSA/dicom_all/IM_0926,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0929,/autodl-fs/data/Pro/DSA/dicom_all/IM_0929,0,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_0930,/autodl-fs/data/Pro/DSA/dicom_all/IM_0930,0,1024,1024,43,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064,999.936"
IM_0932,/autodl-fs/data/Pro/DSA/dicom_all/IM_0932,0,1024,1024,45,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312"
IM_0937,/autodl-fs/data/Pro/DSA/dicom_all/IM_0937,1,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312"
IM_0942,/autodl-fs/data/Pro/DSA/dicom_all/IM_0942,0,1024,1024,45,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312"
IM_0947,/autodl-fs/data/Pro/DSA/dicom_all/IM_0947,1,1024,1024,48,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968"
IM_0950,/autodl-fs/data/Pro/DSA/dicom_all/IM_0950,1,1024,1024,26,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,999.936,1000.064,1000.064,999.936,1000.064,2000"
